tipo_jornada;formacion;periodo;total
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2018;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2017;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2016;2523,93
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2015;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2014;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2022;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2021;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2020;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2019;2737,5
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2018;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2017;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2016;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2015;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2014;3111,57
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2022;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2021;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2020;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2019;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2018;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2017;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2016;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2015;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2014;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2022;777,25
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2021;725,63
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2020;698,26
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2019;727,32
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2018;658,55
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2017;654,92
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2016;659,81
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2015;601,79
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2014;608,46
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2022;565,28
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2021;538,16
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2020;502,4
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2019;502,84
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2018;427
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2017;435,66
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2016;450,94
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2015;396,62
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2014;386,96
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2022;1058,53
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2021;1003,39
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2020;959,91
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2019;946,86
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2018;869,8
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2017;819,63
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2016;808,04
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2015;790,63
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2014;781,49
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2022;1330,32
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2021;1267,86
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2020;1224,79
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2019;1217,52
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2018;1138,72
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2017;1110,62
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2016;1108,41
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2015;1112,09
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2014;1093,6
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2022;1500,72
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2021;1458,66
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2020;1431,16
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2019;1411,95
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2018;1367,41
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2017;1319
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2016;1336,59
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2015;1292,61
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2014;1327,56
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2022;1720,11
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2021;1622,67
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2020;1614,88
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2019;1579,14
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2018;1520,49
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2017;1489,32
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2016;1499,57
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2015;1472,26
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2014;1470,95
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2022;1919,6
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2021;1832,73
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2020;1750,37
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2019;1817,88
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2018;1759,5
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2017;1628,98
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2016;1725,93
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2015;1682,96
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2014;1691,3
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2022;2121,57
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2021;2068,99
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2020;2128,02
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2019;2008,81
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2018;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2017;1985,72
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2016;1855,04
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2015;1924,7
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2014;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2022;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2021;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2020;2774,65
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2019;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2018;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2017;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2016;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2015;2216,61
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2014;2342,84
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2022;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2021;2866,2
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2020;3226,24
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2019;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2018;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2017;2873,85
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2016;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2015;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2014;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2022;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2021;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2020;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2019;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2018;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2017;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2016;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2015;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria;2014;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;819,15
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;799,01
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;726,6
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;761,59
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;709,62
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;701,86
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;692,09
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;664,2
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;647,37
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;636,88
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;568,23
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;515,53
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;550,29
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;492,6
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;470,57
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;463,29
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;446,03
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;419,96
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;1078,64
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;1000,84
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;949,11
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;940,65
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;883,43
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;836,11
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;829,54
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;805,7
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;774,44
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;1353,9
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;1272,6
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;1214,23
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;1220,35
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;1126,63
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;1111,49
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;1088,88
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;1078,28
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;1078,15
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;1539,36
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;1441,87
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;1443,55
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;1419,85
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;1379,28
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;1327,95
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;1328,2
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;1309,59
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;1325,73
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;1732,81
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;1620,64
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;1609,12
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;1617,22
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;1520,52
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;1430,07
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;1529,63
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;1484,55
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;1490,52
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;1945,43
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;1840,84
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;1717,34
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;1870,78
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;1830,81
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;1685,55
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;1681,2
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;1635,38
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;2009,57
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;2087,86
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;1927,77
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;1895,57
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;1890,39
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;2155,92
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;2737,5
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;2895,53
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;..
Jornada a tiempo parcial;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;..
Jornada a tiempo parcial;Educación superior;2022;1101,69
Jornada a tiempo parcial;Educación superior;2021;992,83
Jornada a tiempo parcial;Educación superior;2020;992,67
Jornada a tiempo parcial;Educación superior;2019;965,19
Jornada a tiempo parcial;Educación superior;2018;909,23
Jornada a tiempo parcial;Educación superior;2017;897,13
Jornada a tiempo parcial;Educación superior;2016;889,84
Jornada a tiempo parcial;Educación superior;2015;863,09
Jornada a tiempo parcial;Educación superior;2014;886,2
Jornada a tiempo parcial;Educación superior;2022;641,51
Jornada a tiempo parcial;Educación superior;2021;566,11
Jornada a tiempo parcial;Educación superior;2020;521,47
Jornada a tiempo parcial;Educación superior;2019;528,69
Jornada a tiempo parcial;Educación superior;2018;478,44
Jornada a tiempo parcial;Educación superior;2017;465,36
Jornada a tiempo parcial;Educación superior;2016;445,16
Jornada a tiempo parcial;Educación superior;2015;417,1
Jornada a tiempo parcial;Educación superior;2014;402,67
Jornada a tiempo parcial;Educación superior;2022;1097,22
Jornada a tiempo parcial;Educación superior;2021;1002,53
Jornada a tiempo parcial;Educación superior;2020;953,73
Jornada a tiempo parcial;Educación superior;2019;954,87
Jornada a tiempo parcial;Educación superior;2018;874,34
Jornada a tiempo parcial;Educación superior;2017;842,5
Jornada a tiempo parcial;Educación superior;2016;831,78
Jornada a tiempo parcial;Educación superior;2015;814,48
Jornada a tiempo parcial;Educación superior;2014;800,7
Jornada a tiempo parcial;Educación superior;2022;1338,11
Jornada a tiempo parcial;Educación superior;2021;1258,21
Jornada a tiempo parcial;Educación superior;2020;1228,91
Jornada a tiempo parcial;Educación superior;2019;1209,69
Jornada a tiempo parcial;Educación superior;2018;1147,63
Jornada a tiempo parcial;Educación superior;2017;1111,2
Jornada a tiempo parcial;Educación superior;2016;1108,65
Jornada a tiempo parcial;Educación superior;2015;1089,35
Jornada a tiempo parcial;Educación superior;2014;1089,92
Jornada a tiempo parcial;Educación superior;2022;1518,77
Jornada a tiempo parcial;Educación superior;2021;1452,51
Jornada a tiempo parcial;Educación superior;2020;1417,05
Jornada a tiempo parcial;Educación superior;2019;1408,98
Jornada a tiempo parcial;Educación superior;2018;1341,75
Jornada a tiempo parcial;Educación superior;2017;1317,23
Jornada a tiempo parcial;Educación superior;2016;1318,86
Jornada a tiempo parcial;Educación superior;2015;1299,19
Jornada a tiempo parcial;Educación superior;2014;1307,21
Jornada a tiempo parcial;Educación superior;2022;1723,27
Jornada a tiempo parcial;Educación superior;2021;1656,87
Jornada a tiempo parcial;Educación superior;2020;1609,37
Jornada a tiempo parcial;Educación superior;2019;1592,88
Jornada a tiempo parcial;Educación superior;2018;1572,62
Jornada a tiempo parcial;Educación superior;2017;1505,26
Jornada a tiempo parcial;Educación superior;2016;1516,16
Jornada a tiempo parcial;Educación superior;2015;1514,17
Jornada a tiempo parcial;Educación superior;2014;1486,98
Jornada a tiempo parcial;Educación superior;2022;1901,48
Jornada a tiempo parcial;Educación superior;2021;1869,93
Jornada a tiempo parcial;Educación superior;2020;1836,71
Jornada a tiempo parcial;Educación superior;2019;1790,55
Jornada a tiempo parcial;Educación superior;2018;1748,86
Jornada a tiempo parcial;Educación superior;2017;1679,44
Jornada a tiempo parcial;Educación superior;2016;1711,84
Jornada a tiempo parcial;Educación superior;2015;1685,39
Jornada a tiempo parcial;Educación superior;2014;1701,13
Jornada a tiempo parcial;Educación superior;2022;2176
Jornada a tiempo parcial;Educación superior;2021;2121,04
Jornada a tiempo parcial;Educación superior;2020;2117,24
Jornada a tiempo parcial;Educación superior;2019;2061
Jornada a tiempo parcial;Educación superior;2018;2035,97
Jornada a tiempo parcial;Educación superior;2017;1986,49
Jornada a tiempo parcial;Educación superior;2016;1961,1
Jornada a tiempo parcial;Educación superior;2015;1929,56
Jornada a tiempo parcial;Educación superior;2014;1947,81
Jornada a tiempo parcial;Educación superior;2022;2541,74
Jornada a tiempo parcial;Educación superior;2021;2545,87
Jornada a tiempo parcial;Educación superior;2020;2540,37
Jornada a tiempo parcial;Educación superior;2019;2474,22
Jornada a tiempo parcial;Educación superior;2018;2447,01
Jornada a tiempo parcial;Educación superior;2017;2352,92
Jornada a tiempo parcial;Educación superior;2016;2336,02
Jornada a tiempo parcial;Educación superior;2015;2318,73
Jornada a tiempo parcial;Educación superior;2014;2314,69
Jornada a tiempo parcial;Educación superior;2022;3094,16
Jornada a tiempo parcial;Educación superior;2021;2900,25
Jornada a tiempo parcial;Educación superior;2020;3092,17
Jornada a tiempo parcial;Educación superior;2019;2837,01
Jornada a tiempo parcial;Educación superior;2018;2767,53
Jornada a tiempo parcial;Educación superior;2017;2905,57
Jornada a tiempo parcial;Educación superior;2016;2793,1
Jornada a tiempo parcial;Educación superior;2015;2871,55
Jornada a tiempo parcial;Educación superior;2014;2907,63
Jornada a tiempo parcial;Educación superior;2022;4104,9
Jornada a tiempo parcial;Educación superior;2021;..
Jornada a tiempo parcial;Educación superior;2020;..
Jornada a tiempo parcial;Educación superior;2019;..
Jornada a tiempo parcial;Educación superior;2018;..
Jornada a tiempo parcial;Educación superior;2017;..
Jornada a tiempo parcial;Educación superior;2016;..
Jornada a tiempo parcial;Educación superior;2015;3487,48
Jornada a tiempo parcial;Educación superior;2014;..
